0.20481,0.57646,0.058227
0.38434,0.56684,0.091606
0.38909,0.78342,0.055505
0.21057,0.78864,0.016025
0.21031,0.35338,0.055076
0.37974,0.14122,0.068012
0.20141,0.14121,0.017383
0.38882,0.35775,0.077519
0.57056,0.78299,0.078128
0.56544,0.57024,0.067786
0.75009,0.78412,0
0.74225,0.56827,0.076029
0.74826,0.14358,0.030382
0.56976,0.13686,0.049978
0.74421,0.35752,0.04484
0.56473,0.35168,0.095859
0.29917,0.67798,0.055839
0.29746,0.249,0.055456
0.65667,0.67827,0.055814
0.65497,0.24939,0.055971
0,0.0012718,0.070949
0.01529,0.036347,0.1122
0.046952,0.068985,0.16158
0.098029,0.11167,0.21307
0.15434,0.17664,0.25216
0.1859,0.25969,0.27202
0.1764,0.34506,0.27709
0.13133,0.41765,0.26628
0.07661,0.46695,0.23924
0.038046,0.49707,0.21001
0.02105,0.51915,0.19326
0.022858,0.54049,0.19452
0.043384,0.56659,0.2128
0.083444,0.60612,0.23988
0.1316,0.66915,0.25874
0.15901,0.75389,0.25603
0.14619,0.84411,0.23006
0.10179,0.91984,0.18046
0.054086,0.97189,0.11407
0.11466,0.92244,0.1826
0.18781,0.86752,0.22221
0.24072,0.81342,0.23439
0.2487,0.76517,0.244
0.21397,0.71966,0.25805
0.15152,0.67033,0.26079
0.097955,0.61598,0.24719
0.071673,0.56109,0.23498
0.068533,0.50729,0.23466
0.087625,0.45399,0.24752
0.13549,0.4016,0.2671
0.20444,0.3537,0.27372
0.25613,0.31157,0.2627
0.26859,0.27064,0.25483
0.23903,0.22678,0.25736
0.17045,0.1782,0.25175
0.10039,0.12644,0.21867
0.062219,0.07226,0.17698
0.04967,0.01351,0.14095
0.1148,0.02066,0.20917
0.12811,0.11308,0.23676
0.16878,0.19502,0.25257
0.22727,0.25048,0.25586
0.27862,0.27415,0.25013
0.30134,0.27809,0.24524
0.28994,0.28064,0.24847
0.25114,0.29818,0.25909
0.20072,0.34137,0.27139
0.15805,0.4102,0.28029
0.13659,0.49515,0.28343
0.14099,0.58389,0.28006
0.16953,0.66444,0.27047
0.21398,0.72595,0.25637
0.25877,0.76275,0.24168
0.28596,0.7788,0.23218
0.282,0.78641,0.23134
0.24184,0.80324,0.23355
0.1792,0.84798,0.22336
0.24053,0.79793,0.23469
0.26516,0.76414,0.23079
0.28168,0.76913,0.23202
0.28639,0.78652,0.22928
0.28025,0.78286,0.23131
0.26803,0.75087,0.25041
0.25294,0.69184,0.28379
0.23941,0.60111,0.31719
0.23695,0.4857,0.32584
0.2486,0.38246,0.30209
0.26519,0.31237,0.26932
0.28055,0.27254,0.24717
0.29191,0.26326,0.24249
0.29459,0.28274,0.24584
0.28527,0.30133,0.24427
0.26767,0.28785,0.24827
0.24546,0.23682,0.26546
0.22252,0.14538,0.28248
0.2109,0.023923,0.26959
0.33855,0.027845,0.29455
0.33532,0.15115,0.29974
0.31957,0.2397,0.27532
0.29961,0.28761,0.25293
0.28125,0.30033,0.24401
0.27342,0.28483,0.24323
0.28289,0.2679,0.24304
0.30327,0.27618,0.25158
0.32602,0.3142,0.27569
0.34692,0.38303,0.30939
0.35978,0.48546,0.33377
0.35607,0.60032,0.32549
0.33861,0.69038,0.2919
0.31619,0.74786,0.25758
0.29311,0.77745,0.23603
0.27402,0.77988,0.22949
0.2677,0.76497,0.22972
0.2769,0.76169,0.23261
0.29307,0.7925,0.24486
0.3416,0.82922,0.26037
0.29516,0.79064,0.24347
0.27311,0.77237,0.23244
0.27794,0.76127,0.23654
0.30925,0.74633,0.25479
0.36191,0.71506,0.27816
0.41793,0.6584,0.29572
0.45461,0.58077,0.30422
0.46073,0.49481,0.30631
0.43491,0.41289,0.30282
0.38375,0.34803,0.29114
0.32699,0.30931,0.27118
0.28719,0.2922,0.25185
0.27415,0.2844,0.24418
0.28925,0.27491,0.25223
0.33105,0.2523,0.27054
0.388,0.20386,0.28581
0.43439,0.12661,0.28717
0.44929,0.032521,0.27346
0.51819,0.032828,0.2415
0.49985,0.086951,0.2612
0.44535,0.13787,0.28284
0.37231,0.18811,0.28438
0.32195,0.23644,0.26982
0.30505,0.28206,0.26287
0.31723,0.326,0.27212
0.36254,0.36967,0.29206
0.43594,0.41461,0.3004
0.49769,0.46088,0.28697
0.52414,0.50741,0.27444
0.51861,0.55421,0.27658
0.4794,0.60167,0.2906
0.40832,0.64886,0.29628
0.34173,0.69415,0.27864
0.30878,0.73902,0.25826
0.30653,0.7862,0.25147
0.3337,0.83809,0.25822
0.39316,0.89543,0.26355
0.44893,0.95282,0.24709
0.3978,0.88507,0.27001
0.36822,0.80315,0.28373
0.36846,0.71773,0.2923
0.40013,0.6385,0.29629
0.4568,0.57762,0.29091
0.51497,0.54314,0.27478
0.55039,0.52814,0.25928
0.55555,0.52013,0.25668
0.5303,0.50909,0.26903
0.47849,0.48349,0.28732
0.41856,0.43289,0.2986
0.37668,0.36048,0.30019
0.36467,0.27838,0.29731
0.38335,0.19679,0.29189
0.42925,0.12612,0.28078
0.48713,0.076867,0.26058
0.53295,0.048191,0.23696
0.55305,0.0279,0.22168
0.55644,0.020372,0.21772
0.54246,0.021941,0.22195
0.5198,0.04507,0.23954
0.4948,0.092697,0.27116
0.4718,0.16867,0.30814
0.45948,0.27451,0.33161
0.46698,0.38587,0.32361
0.48876,0.47003,0.29532
0.51459,0.52099,0.26915
0.53887,0.54078,0.25652
0.55413,0.53037,0.25551
0.55088,0.50859,0.25555
0.53146,0.50734,0.25929
0.50591,0.53832,0.27628
0.48051,0.6025,0.30359
0.4627,0.7019,0.32394
0.4635,0.81833,0.31357
0.4815,0.91461,0.27498
0.50528,0.98096,0.23032
0.56202,0.98505,0.22448
0.57306,0.91885,0.27185
0.58224,0.82133,0.31474
0.58149,0.70029,0.32619
0.56994,0.59824,0.3024
0.55535,0.53364,0.27271
0.54153,0.50231,0.25648
0.53095,0.50527,0.25618
0.52893,0.53242,0.25697
0.53689,0.54578,0.25455
0.54949,0.52582,0.2654
0.56334,0.47461,0.2931
0.57601,0.38931,0.32527
0.58108,0.27349,0.33505
0.57445,0.16442,0.308
0.56259,0.088238,0.26735
0.55092,0.040199,0.23461
0.54163,0.016216,0.21888
0.53806,0.016243,0.21829
0.53121,0.0177,0.21808
0.54741,0.032309,0.22808
0.58506,0.060384,0.24741
0.6308,0.11111,0.27029
0.6688,0.1856,0.28993
0.68543,0.27609,0.30125
0.67387,0.36853,0.30204
0.63673,0.447,0.29318
0.58631,0.49922,0.27841
0.54078,0.52235,0.26378
0.51646,0.52449,0.25559
0.52187,0.5209,0.25748
0.55564,0.52882,0.26827
0.6063,0.56244,0.28241
0.65512,0.62675,0.2928
0.68433,0.71446,0.29385
0.68528,0.81016,0.28287
0.66055,0.89799,0.26031
0.62133,0.96759,0.22974
0.68429,0.92494,0.23839
0.73344,0.85923,0.24124
0.75624,0.79547,0.24228
0.75364,0.73572,0.25228
0.72278,0.67915,0.27235
0.65862,0.62715,0.28964
0.58619,0.58351,0.28417
0.54426,0.54665,0.26903
0.5381,0.51219,0.26647
0.56616,0.47736,0.27986
0.62928,0.43801,0.29379
0.70052,0.3898,0.28661
0.74324,0.33553,0.269
0.75482,0.27909,0.25978
0.7398,0.22102,0.26281
0.69504,0.16247,0.27156
0.6285,0.10926,0.26811
0.5757,0.0639,0.24765
0.55868,0.018435,0.22852
0.62749,0.013036,0.24946
0.63971,0.10005,0.26988
0.68858,0.17409,0.27391
0.74706,0.22557,0.25795
0.78553,0.25765,0.23732
0.79777,0.28056,0.22952
0.78525,0.30106,0.24017
0.74544,0.32566,0.26469
0.68234,0.36535,0.28729
0.6235,0.42615,0.29447
0.59503,0.49931,0.29301
0.60208,0.5751,0.29197
0.64419,0.6459,0.28872
0.70935,0.70032,0.27211
0.76612,0.73439,0.24296
0.79651,0.75888,0.21853
0.80243,0.78414,0.20995
0.78622,0.81719,0.21791
0.74737,0.86716,0.23279
0.80897,0.82928,0.20761
0.82329,0.78967,0.19585
0.82922,0.78,0.19203
0.81878,0.78112,0.19785
0.79297,0.77292,0.21441
0.75947,0.7435,0.24261
0.72557,0.68709,0.27863
0.69959,0.59905,0.31058
0.69387,0.48869,0.31883
